scene_id;start;end;avscript;transcripts
16;448.7333217479759;455.29998824510494;食堂，一名戴帽子的工作人员与顾客交谈：“忌不忌口，不忌口啊，那行，那您一会能帮我拿一下吗，好谢谢啊”;忌不忌口,不忌口啊,那行,那您一会能帮我拿一下吗,好谢谢啊,
17;455.29998824510494;475.2333210638012;"食堂，几名男子在享用巴沙鱼，其中一人说：""筷子呢啊，好嘞好嘞。""";撞着左边的额头,原味的巴沙鱼,筷子呢啊,筷子我要用筷子,好嘞好嘞,
18;475.2333210638012;509.3333201834105;食堂内，一人加生菜葱花后，搅拌均匀，说“搅拌均匀，这个非常好吃，特别喜欢吃，有点烫”。;好嘞好嘞,慢点啊好,谢谢加的生菜葱花好,搅拌均匀,这个非常好吃,特别喜欢吃,有点烫,
19;509.3333201834105;534.3999862029082;食堂内，一人吃完饭后提到不好稳，想请阿姨或大爷帮忙收拾。;好吃完啦,这个我就不扔了因为我,不太能找到,端着它的话就更走不稳了,一会,让阿姨或者姑大爷帮我收一下吧,
20;534.3999862029082;574.7666518273918;学校食堂，学生拿餐出食堂，说“我这回我走慢点”，工作人员回应，“好，谢谢您啊”。;那我们学校的话,嗯对于我们师范的学生不用收那个,不对我要出去,刚才我碰了一下,我这回我走慢点,哈哈哈,没事你现在你不用管我现在可以了,好谢谢你啊,我们学校就我们市长的同学来说,还是比较好的,吃完可以不用送,因为不太方便嘛,
21;574.7666518273918;587.5333181644498;学校食堂，一人走入说“哎呀我恨这个门，我已经很久没有碰了”，随后进入食堂。;哎呀我恨这个门,我已经很久没有碰了,
22;587.5333181644498;620.0333173253676;食堂内，一男子边走边说：“现在是全凭感觉，无依无靠的”。他向前方走去，多次与他人对话表达感谢。;现在是全凭感觉,无依无靠的,哦不好意思啊不好意思打扰你了,好好好好谢谢啊,哎,
23;620.0333173253676;657.4333163597778;"商场内，男子用拐杖导航，走出门上天桥讲""今天感知系统失灵了""。";哎不好意思啊,我天呐差点把你绊倒,今天怎么回事啊,差点晚上班吧,我本来是想看那个墙壁的,今天感知系统失灵了,哈哈哈,哎呦真的是,倒着了现在应该安全,应该没问题慢点,
24;657.4333163597778;685.8666489590219;"天桥上，男子拍摄并述说""吃了个饭现在这没那么疼，但是还是有点疼，我的天呐，可能还是以前眼睛好的时候手快，还是得慢点啊""。";啊,吃了个饭,现在这没没那么疼,但是还是有点疼,我的天呐,缺一天长一痣,慢点还是,可能还是以前眼睛好的时候手快,手习惯了改不了就出门,慢点啊,怎么看就容易发生危险,
25;685.8666489590219;695.4666487111699;"天桥上，几个人走向镜头, ""上一次应该还是取快递那次吧。""";真的挺久时间没有碰到,上一次应该还是取快递那次,撞那个铁铁铁架子,
26;695.4666487111699;740.2333142220547;学校附近，人群纷纷下课离开，有人说“靠右行驶，别挡着人家走路”。;靠右行驶,别挡着人家走路,这边好像下课了,人多了起来,像现在的话就完全凭感觉走,大概多远,全凭感觉,哎好找的就是你,
27;740.2333142220547;778.5666465657015;傍晚，校园内，小路旁，男子独自走路，说“先走一段再往右走，因为好像这边是一个女生宿舍”。;先走一段再往右走,因为好像这边的话他是一个女生宿舍,门口没有花坛,没法确定那个位置,哎,这些都是走的时间长了总结出来的,之前,我记得两三年之前,我就不敢一个人过来了,现在强很多了,练出来,哎呀,
28;778.5666465657015;808.0;室外和室内，一人行走并说“那就拜拜啦,okay,okay”、“好啦 我回来了”。;那就拜拜啦,okay,okay,
