scene_id;start;end;avscript;transcripts
33;624.4994711212737;636.7661273995031;"户外过街天桥上，一人手持盲杖步行，旁白：""这次这次也很顺利，然后我们走个几步前面这就有一个,哦七八道,一个这个""。";这次这次也很顺利,然后我们走个几步前面这就有一个,哦七八道,一个这个,
34;636.7661273995031;653.2327801208221;"在室外天桥上，一人用盲杖拍摄并描述""因为它这边是给外面的行人走的，所以那个地方它就会有一个刚才那个地方，后面那个地方，就会有一个凸出来的部分。""";因为他这边是给外面的情况要隔开,在那个地方,他就会有一个刚才那个地方,后面那个地方,就会有一个凸出来的部分,
35;653.2327801208221;667.0327684338301;在天桥上，男子拿着盲杖，蹲身拍摄，上楼时说“好的到了，他要从哪上”。;好的到了,他要从哪上,
36;667.0327684338301;669.0661000451671;"在城市街道，男人在行走，说""一般不都靠右行驶""。";一般不都靠右行驶,
37;669.0661000451671;689.7327492095754;在户外天桥上，一男子手持拍摄设备，未发现其他人在说话。;无
38;689.7327492095754;711.2993976117887;"在室外街道，一人手持导盲杖，按指示向前走，随后找到了目标物并转向右边。音频: ""我们先往前走,再来哎再来找这个东,西好找到了,然后往前走一段,我们就往右边换。""";我们先往前走,再来哎再来找这个东,西好找到了,然后往前走一段,我们就往右边换,
39;711.2993976117887;714.0660619354111;在公园里，一名男子站在凉亭旁，阳光明媚，说“现在换吧”。;现在换吧,
40;714.0660619354111;733.1993790650407;在室外道路上，一人使用导盲杖行走，说“现在没车,花坛OK,为什么要先走一段再往右边换呢,因为那边好像是一个女生宿舍吧”。;现在没车,花坛OK,为什么要先走一段再往右边换呢,因为那边好像是一个女生宿舍吧,他前面没花坛的,
41;733.1993790650407;754.0660280600723;"校园内一男子杆行走，称""他前面没花坛的，哦,怎么回事,他顶到了我的肚子,哈哈哈,哎呀,假期学校人少""";他前面没花坛的,哦,怎么回事,他顶到了我的肚子,哈哈哈,哎呀,假期学校人少,
42;754.0660280600723;757.6660250112918;在校区内的道路上，一名男子说：“假期学校人少，一路过来路上都没什么人。”;假期学校人少,一路过来路上都没什么人,
43;757.6660250112918;778.1993409552846;道路旁，视障者拿着盲杖步行，旁白说“好的我已经回来了，ha ha，那就拜拜啦”。;好的我已经回来了,ha ha,那就拜拜啦,
44;778.1993409552846;810.8659799570912;"在室外，一人持白手杖走向建筑物内，喊道""上上上OK,芝麻开门,拜拜""。";上上上OK,芝麻开门,拜拜,
